,freight_value,price,payment_value,payment_installments,payment_sequential
7294,8.0,36.49,44.49,1,1
23346,15.79,39.9,55.69,5,1
68768,13.46,159.99,346.9,2,1
7727,7.78,43.99,51.77,1,1
29979,14.1,12.25,26.35,1,1
55053,12.79,39.0,51.79,1,1
53794,9.91,99.0,108.91,1,1
14519,15.1,26.0,41.1,1,1
21805,17.17,219.99,237.16,3,1
67366,16.41,111.38,255.58,2,1
7705,14.71,56.9,71.61,2,1
106457,13.43,110.32,123.75,6,1
7777,11.85,23.99,35.84,1,1
107931,8.88,26.54,35.42,1,1
90392,16.79,17.6,29.02,1,2
56204,11.75,129.5,205.9,10,1
578,18.13,74.9,20.0,1,4
77311,11.17,20.89,128.24,2,1
41363,15.49,56.0,71.49,1,1
48283,25.92,91.28,117.2,8,1
51682,28.11,105.0,133.11,3,1
77480,16.79,12.95,29.74,2,1
88037,14.45,99.8,114.25,3,1
49045,7.39,29.99,485.94,1,1
80259,11.85,15.9,55.5,2,1
110494,28.82,49.0,233.46,10,1
97240,18.23,12.88,31.11,1,1
75977,24.84,43.9,68.74,1,1
52590,8.72,7.9,33.24,1,1
61875,9.99,38.9,144.78,1,1
77577,23.16,82.99,106.15,2,1
33131,15.31,29.9,45.21,1,1
50563,40.02,326.16,366.18,2,1
71003,7.39,17.45,24.84,1,1
73592,64.05,89.99,154.04,1,1
107284,15.54,237.0,631.61,1,1
44615,14.61,74.99,89.6,3,1
60075,17.6,27.9,45.5,4,1
73624,7.39,12.67,20.06,1,1
79815,15.1,12.97,28.07,1,1
63093,11.85,36.99,97.68,8,1
110270,16.44,49.0,131.78,1,1
35760,8.93,25.9,139.32,1,1
33880,30.0,40.37,675.75,10,1
61152,57.36,97.9,155.26,5,1
111474,13.71,39.0,79.26,7,1
15041,11.85,31.9,87.5,3,1
63367,14.08,15.99,120.28,5,1
11589,17.94,99.0,116.94,1,1
42050,322.1,1050.0,1372.1,8,1
109689,19.32,49.9,69.22,2,1
19402,17.95,100.0,117.95,5,1
99423,18.62,169.9,188.52,7,1
19297,14.31,79.9,94.21,1,1
63489,21.6,164.33,185.93,10,1
98885,18.28,878.0,896.28,1,1
37620,14.52,19.33,67.7,2,1
41386,12.48,51.0,152.62,10,1
79412,37.26,200.0,237.26,4,1
33237,16.35,54.4,70.75,2,1
68269,18.23,29.9,48.13,1,1
74381,14.52,29.9,88.84,2,1
21776,14.93,169.0,183.93,6,1
32819,17.67,59.9,77.57,7,1
89715,16.79,49.0,65.79,1,1
75984,8.01,30.9,117.06,2,1
85417,9.72,128.9,138.62,6,1
86775,18.23,18.99,37.22,3,1
36192,15.41,75.6,91.01,6,1
5211,15.52,108.0,123.52,2,1
31865,7.78,12.99,20.77,1,1
41870,17.63,29.99,47.62,4,1
69273,25.5,59.9,261.89,1,1
28676,7.78,29.0,36.78,2,1
95073,16.18,59.9,76.08,1,1
69971,15.11,31.0,92.22,9,1
66743,5.86,199.5,566.09,10,1
78504,26.89,29.99,56.88,2,1
110808,16.91,20.5,457.2,1,1
76432,21.15,44.99,66.14,1,1
46076,53.41,189.99,243.4,4,1
100365,7.39,14.0,10.58,1,2
16293,15.1,12.1,27.2,1,1
66805,16.11,49.9,66.01,4,1
62238,18.23,21.99,40.22,1,1
97995,10.0,169.9,179.9,3,1
87724,8.64,29.9,77.08,2,1
20513,19.72,69.0,88.72,1,1
41169,16.11,18.9,35.01,1,1
78675,34.2,56.85,91.05,4,1
25377,13.43,59.0,72.43,1,1
91019,8.74,199.0,207.74,1,1
107088,17.92,35.99,107.82,2,1
68006,28.03,150.0,178.03,3,1
97113,17.6,32.9,50.5,2,1
92678,14.1,39.99,54.09,1,1
25327,37.04,18.9,111.88,7,1
61884,16.53,254.0,270.53,8,1
77808,14.1,15.99,30.09,1,1
79193,14.1,38.0,52.1,5,1
18035,16.42,64.14,80.56,1,1
15697,18.83,76.0,94.83,1,1
14221,10.05,119.9,129.95,10,1
107384,39.54,284.9,324.44,3,1
91168,17.6,39.9,57.5,1,1
35769,25.64,51.4,77.04,1,1
89902,7.64,110.32,235.92,2,1
51281,26.85,79.0,105.85,2,1
21353,21.54,142.99,164.53,1,1
54419,15.23,49.99,65.22,1,1
57432,14.52,34.9,49.42,1,1
64059,25.02,75.0,100.02,1,1
80101,18.33,78.0,143.66,7,1
96015,11.85,24.5,36.35,3,1
32422,12.48,36.9,49.38,4,1
102550,67.54,389.9,457.44,10,1
43249,14.09,219.99,234.08,1,1
4372,12.83,189.8,202.63,10,1
71162,18.21,89.99,108.2,2,1
54170,17.7,65.0,82.7,1,1
104312,12.79,17.99,30.78,1,1
69538,12.23,39.9,156.39,1,1
92891,7.78,16.9,24.68,1,1
37503,14.1,16.9,31.0,3,1
9526,30.12,250.0,280.12,1,1
19057,8.41,92.49,100.9,4,1
5046,19.95,18.9,38.85,3,1
11321,15.15,56.99,72.14,3,1
104049,12.87,29.9,85.54,8,1
30130,97.74,1699.99,1797.73,10,1
74093,31.65,66.9,204.72,1,1
17890,11.33,359.99,371.32,4,1
34807,19.08,24.0,130.03,10,1
98125,8.27,26.0,34.27,1,1
89582,8.01,84.9,185.82,2,1
33190,34.32,129.99,164.31,1,1
79277,15.79,34.99,50.78,1,1
87076,10.82,242.0,252.82,1,1
42633,17.62,66.0,460.84,3,1
29683,15.16,58.99,74.15,5,1
102483,8.73,81.0,89.73,1,1
44428,13.81,66.9,80.71,2,1
107294,57.08,116.99,522.21,1,1
38354,13.93,129.99,143.92,1,1
55527,16.3,219.9,236.2,1,1
50253,9.26,39.9,49.16,1,1
81410,20.01,109.9,129.91,2,1
14531,56.1,99.9,650.13,10,1
108715,18.53,199.9,218.43,8,1
5223,26.57,69.9,96.47,1,1
100396,57.87,129.0,186.87,1,2
24699,16.33,89.9,212.46,6,1
2262,17.11,25.0,42.11,1,1
468,12.48,48.9,61.38,1,1
7331,38.8,76.05,114.85,2,1
43510,38.78,72.99,111.77,3,1
110127,51.69,169.9,221.59,3,1
84513,10.96,29.99,40.95,2,1
13244,18.82,177.99,196.81,3,1
10706,15.12,299.99,27.98,1,1
76055,34.49,99.0,50.0,1,2
37803,18.23,15.49,33.72,3,1
79373,17.35,129.9,147.25,2,1
10154,19.97,298.0,317.97,8,1
66731,27.84,79.9,646.44,3,1
42764,25.21,122.99,148.2,1,1
75192,15.24,19.87,35.11,1,1
161,20.4,39.99,3.43,1,2
29771,18.23,26.1,44.33,1,1
76198,9.11,59.9,69.01,3,1
91350,16.66,58.99,75.65,4,1
99077,8.88,39.9,48.78,1,1
12528,15.1,21.9,37.0,1,1
40328,88.21,99.99,150.0,2,1
99548,18.42,45.0,63.42,1,1
51615,15.44,98.9,114.34,1,1
108256,16.11,39.9,168.03,1,1
52789,16.73,58.99,75.72,7,1
33081,15.27,23.9,39.17,1,1
43041,11.85,34.9,46.75,1,1
91752,26.25,89.99,2.78,1,2
25140,28.9,59.9,61.35,1,1
33198,7.74,22.32,26.28,2,1
2311,52.83,1049.0,1101.83,1,1
70736,207.78,177.99,878.04,10,1
71248,51.63,129.9,151.75,1,2
20289,8.72,49.0,57.72,1,1
101337,34.36,79.9,114.26,11,1
46656,18.23,21.0,156.92,1,1
110033,17.21,299.99,317.2,6,1
14038,11.85,25.9,75.5,2,1
55191,29.98,229.0,258.98,1,1
20166,25.26,59.9,170.32,2,1
55937,14.1,39.9,54.0,1,1
34668,13.69,50.2,63.89,1,1
102087,17.66,59.0,153.32,1,1
34847,20.71,494.99,515.7,24,1
26827,23.44,41.52,64.96,6,1
80115,7.39,7.99,15.38,1,1
87774,16.6,39.9,113.0,1,1
21372,12.8,65.23,156.06,1,1
9169,13.58,146.99,160.57,1,1
30919,17.75,62.0,42.5,1,1
52177,17.6,19.9,37.5,1,1
6322,28.96,79.9,108.86,5,1
32625,22.35,89.9,189.59,1,1
51291,20.99,49.9,70.89,7,1
12539,14.08,71.9,170.96,4,1
16755,15.71,119.0,134.71,3,1
104708,21.5,99.9,121.4,1,1
87338,18.16,129.99,148.15,3,1
51681,15.1,34.99,50.09,1,1
51982,22.06,39.5,61.56,1,1
110959,18.3,29.0,47.3,2,1
65568,15.1,23.99,39.09,3,1
82625,13.41,56.0,69.41,1,1
26252,13.0,79.9,185.8,3,1
95718,15.1,35.99,51.09,1,1
46251,7.78,33.9,41.68,4,1
69243,83.13,259.99,343.12,1,1
19496,8.72,69.9,78.62,2,1
90841,18.2,153.0,71.2,2,1
88275,10.96,34.9,45.86,4,1
72731,60.07,210.0,270.07,5,1
52773,8.92,109.0,235.84,10,1
74355,7.39,19.9,27.29,1,1
97277,17.13,59.99,77.12,1,1
43559,19.01,105.0,248.02,1,1
11051,14.01,239.0,253.01,1,1
171,14.86,109.9,124.76,1,1
111473,16.11,43.9,60.01,3,1
10849,19.11,144.9,164.01,1,1
36750,20.67,49.0,69.67,2,1
105294,12.92,36.49,49.41,1,1
9122,18.39,159.0,177.39,4,1
93883,18.36,79.9,98.26,1,1
82919,23.36,149.0,172.36,3,1
76592,17.6,46.5,192.3,1,1
34589,10.29,79.9,351.18,6,1
19663,15.23,11.9,27.13,2,1
110350,18.23,19.9,38.13,1,1
38070,19.41,219.0,238.41,1,1
379,24.48,39.9,128.76,6,1
14529,56.1,99.9,650.13,10,1
6809,15.75,142.5,158.25,5,1
73718,14.06,149.0,163.06,5,1
33219,16.35,150.0,100.0,1,1
99688,9.03,129.0,218.7,4,1
27024,17.13,195.5,212.63,1,1
16657,15.1,50.0,65.1,2,1
21986,14.23,125.0,696.15,1,1
93865,12.4,99.99,112.39,1,1
86122,15.23,37.0,52.23,2,1
28574,8.72,39.0,47.72,1,1
43621,17.71,138.9,156.61,8,1
43855,15.79,25.99,83.56,1,1
54832,16.2,124.99,185.29,1,1
46420,21.18,54.99,76.17,3,1
45036,18.23,16.9,35.13,1,1
5346,17.93,239.8,257.73,6,1
28553,15.1,49.99,65.09,1,1
87285,22.06,45.0,67.06,2,1
22602,7.78,16.9,24.68,2,1
58111,15.3,78.0,93.3,1,1
2178,37.09,25.99,63.08,1,1
112192,7.94,22.0,29.94,1,1
5759,20.33,67.9,193.45,4,1
1572,29.92,125.9,155.82,7,1
11133,9.37,79.99,178.72,8,1
42111,17.2,99.9,234.2,3,1
30162,18.29,59.0,77.29,3,1
52896,23.2,69.99,186.38,1,1
91584,77.98,129.99,207.97,1,1
36642,10.26,149.9,160.16,2,1
69482,16.12,69.9,86.02,1,1
24393,69.82,219.0,288.82,10,1
63242,9.56,180.0,189.56,2,1
74117,16.92,309.9,326.82,10,1
75014,7.78,19.99,27.77,1,1
30739,16.02,181.9,24.08,1,2
5276,16.79,16.99,33.78,1,1
99376,22.09,208.9,71.98,1,2
18294,15.15,56.5,71.65,1,1
61767,11.95,79.9,91.85,1,1
8457,9.27,37.9,141.51,1,1
67124,17.6,39.9,57.5,5,1
107337,12.18,97.49,109.67,1,1
29321,13.39,104.9,118.29,10,1
45142,17.06,89.0,212.12,3,1
13804,17.51,179.9,197.41,2,1
88033,22.77,388.9,411.67,6,1
68928,18.89,145.0,163.89,5,1
100105,21.2,59.9,232.7,4,1
51704,9.91,148.0,157.91,2,1
33681,14.15,56.99,44.0,1,1
62701,23.05,36.0,11.6,1,2
65660,18.86,229.99,248.85,10,1
4941,16.59,250.0,839.77,1,1
9392,16.94,99.0,115.94,1,1
40155,8.88,39.9,48.78,1,1
20821,12.54,119.0,131.54,2,1
98174,12.09,99.99,112.08,5,1
107069,15.65,109.9,125.55,1,1
27162,14.52,19.99,34.51,1,1
104431,16.61,139.85,312.92,1,1
35872,16.7,63.9,80.6,2,1
74545,21.45,599.9,621.35,1,1
84678,9.9,114.6,622.51,10,1
95913,7.87,15.0,22.87,1,1
49791,7.87,8.49,16.36,1,1
64462,15.23,29.99,85.44,1,1
64883,37.32,58.99,96.31,6,1
91157,19.04,19.9,155.76,1,1
88115,15.1,25.9,123.0,1,1
96049,14.15,56.99,71.14,3,1
9774,7.44,24.99,32.43,1,1
112426,32.98,51.99,282.95,8,1
30970,15.81,149.99,165.8,3,1
19570,38.52,67.8,63.63,1,1
35795,44.5,99.99,144.49,3,1
86859,19.56,53.0,145.12,10,1
83022,57.09,119.0,176.09,2,1
80170,17.91,94.0,111.91,5,1
61227,7.39,41.9,49.29,1,1
107701,16.17,59.0,75.17,7,1
37286,44.48,89.9,134.38,1,1
36856,19.26,179.0,198.26,1,1
41374,12.79,12.67,25.46,1,1
78601,14.36,89.9,208.52,1,1
7363,15.23,13.99,29.22,1,1
65067,36.75,69.0,105.75,1,1
41079,68.47,300.0,368.47,5,1
108947,18.55,138.0,156.55,1,1
34023,18.73,121.85,140.58,2,1
110801,12.69,80.0,92.69,1,1
53579,36.26,129.9,166.16,2,1
19434,14.1,46.5,60.6,6,1
91768,32.82,79.98,676.8,1,1
24266,22.68,139.0,161.68,10,1
58947,18.92,238.9,257.82,1,1
103996,9.75,68.5,449.99,1,1
42643,99.97,249.9,349.87,3,1
64607,34.29,69.99,208.56,4,1
8442,15.17,59.9,75.07,3,1
108829,18.28,24.99,43.27,1,1
33438,23.29,69.9,93.19,4,1
6555,19.0,119.9,138.9,2,1
13848,16.82,170.0,186.82,5,1
62302,41.67,99.0,140.67,1,1
106818,16.46,99.99,116.45,1,1
95695,23.64,110.0,133.64,2,1
64391,13.71,39.9,53.61,1,1
91843,73.41,599.0,672.41,1,1
80995,30.87,1700.0,1730.87,8,1
83266,16.6,46.9,63.5,6,1
63765,15.32,329.0,344.32,8,1
37796,14.52,35.5,50.02,5,1
65593,8.58,199.0,207.58,1,1
31610,29.52,159.9,189.42,4,1
81903,18.22,138.0,312.44,10,1
8286,36.24,159.0,195.24,3,1
38077,17.84,84.9,102.74,3,1
8231,16.9,65.9,414.0,1,1
13260,13.14,100.0,113.14,1,1
15093,7.74,124.9,132.64,6,1
45086,12.69,169.9,182.59,1,1
38390,20.91,122.99,143.9,1,1
69429,15.1,24.5,39.6,2,1
63170,7.47,29.9,37.37,1,1
90890,34.04,109.97,144.01,4,1
25631,16.55,179.0,195.55,4,1
24246,19.59,36.9,56.49,2,1
36063,15.1,15.0,60.2,4,1
48151,60.79,419.0,479.79,10,1
84686,11.93,108.9,232.67,1,1
89936,7.78,20.49,56.54,1,1
42312,86.69,586.56,673.25,8,1
18553,7.87,16.49,48.72,4,1
44513,20.8,39.0,59.8,5,1
19413,18.73,144.99,163.72,8,1
6702,13.42,57.0,70.42,1,1
2513,49.23,99.9,149.13,5,1
56482,16.53,254.9,271.43,1,1
57244,14.1,38.9,53.0,1,1
14805,15.01,179.49,194.5,3,1
96365,15.77,79.9,3.72,1,2
21351,17.6,44.99,62.59,1,1
75950,15.1,10.6,25.7,2,1
1452,15.1,7.6,22.7,2,1
82230,13.34,149.9,163.24,2,1
47661,14.1,18.9,70.8,1,1
64048,31.62,135.0,166.62,1,1
84356,14.44,33.0,189.76,3,1
89730,27.59,150.0,532.77,6,1
8517,16.36,169.0,185.36,2,1
46155,8.86,284.99,293.85,1,1
81778,12.69,45.8,58.49,1,1
12993,19.29,54.0,73.29,1,1
62606,72.93,79.99,611.68,1,1
75264,17.16,129.99,47.15,1,2
104519,19.17,89.9,109.07,2,1
51058,15.59,119.49,135.08,3,1
14752,16.86,59.95,76.81,1,1
103657,7.94,29.0,15.48,1,3
95050,15.35,84.9,100.25,1,1
60187,8.35,27.0,35.35,1,1
93187,18.15,128.0,146.15,4,1
93323,15.1,19.9,34.48,1,2
14544,17.63,18.99,36.62,3,1
96714,14.1,29.99,44.09,4,1
17392,15.1,11.7,107.2,7,1
89608,23.2,69.99,279.57,3,1
85139,7.78,49.0,56.78,1,1
42247,13.37,49.9,63.27,1,1
107699,8.3,19.9,28.2,1,1
77387,16.14,199.0,29.13,1,3
61872,39.68,36.0,151.36,1,1
16386,15.81,150.78,166.59,3,1
54760,23.43,89.9,104.34,4,1
79469,11.85,49.9,61.75,3,1
46595,9.71,57.5,403.26,1,1
28409,42.25,259.0,1205.0,1,1
79115,16.16,56.99,73.15,1,1
30918,7.78,27.99,35.77,1,1
89183,14.52,26.9,41.42,1,1
58778,12.13,89.9,102.03,5,1
42153,7.78,20.0,27.78,2,1
8832,14.1,23.8,37.9,3,1
47428,23.19,66.99,90.18,3,1
27071,8.94,170.9,179.84,1,1
42724,8.12,132.97,141.09,2,1
17497,17.16,199.9,217.06,1,1
93631,9.27,59.9,138.34,10,1
5794,21.1,87.0,432.4,1,1
59519,28.34,139.99,168.33,1,1
82548,14.44,185.0,199.44,1,1
8018,15.96,73.9,89.86,2,1
41937,10.96,16.9,27.86,1,1
110213,33.97,75.9,163.17,1,1
77327,35.76,317.0,352.76,5,1
107758,9.37,89.0,98.37,4,1
87873,8.64,25.3,33.94,1,1
13741,15.45,99.7,115.15,2,1
32644,19.69,47.9,39.42,1,3
79240,15.27,24.9,40.17,1,1
46961,23.0,59.8,248.4,3,1
19484,15.23,12.25,27.48,1,1
51995,23.14,79.9,309.12,2,1
16529,7.78,29.0,36.78,1,1
1317,10.25,103.9,114.15,1,1
6151,7.6,49.0,56.6,1,1
95661,26.84,76.5,206.68,1,1
99402,15.1,27.99,43.09,1,1
42813,15.23,47.65,62.88,1,1
93854,15.23,29.99,45.22,2,1
82101,44.5,99.99,144.49,1,1
2098,13.26,858.0,100.0,1,2
31,13.44,49.0,62.44,1,1
60125,77.92,128.8,206.72,1,1
64733,15.1,34.99,20.09,1,2
41865,24.84,19.99,44.83,1,1
96852,7.58,46.0,53.58,1,1
92502,14.22,67.0,81.22,1,1
26769,83.9,36.9,40.83,1,2
18534,14.43,99.9,114.33,1,1
91300,15.79,35.0,50.79,2,1
99868,16.74,129.49,146.23,2,1
25027,7.4,19.9,27.3,1,1
97763,10.94,79.99,90.93,8,1
32147,15.1,29.99,45.09,1,1
103367,16.11,26.0,42.11,4,1
8570,12.79,36.0,48.79,3,1
802,21.49,87.67,49.16,2,1
27918,7.78,45.9,53.68,1,1
4128,20.87,59.8,80.67,8,1
5959,93.41,209.0,302.41,2,1
36883,8.72,19.9,28.62,1,1
6388,19.43,169.9,189.33,1,1
100272,25.68,228.0,253.68,8,1
64101,13.43,59.0,1014.02,1,1
15243,20.52,78.99,199.02,1,1
14813,38.65,249.0,287.65,8,1
100711,10.47,325.0,335.47,2,1
61851,16.14,180.0,196.14,10,1
22853,59.35,999.9,459.25,5,2
53485,17.44,318.33,335.77,2,1
84820,14.81,110.0,249.62,1,1
33046,18.7,129.0,147.7,1,1
71692,26.89,46.9,73.79,3,1
67718,15.79,395.9,411.69,4,1
23337,14.17,59.9,370.35,1,1
36781,10.93,99.99,221.84,1,1
43517,15.1,29.99,45.09,4,1
102944,21.6,145.0,192.15,10,1
65940,8.88,67.9,76.78,1,1
15837,34.84,149.0,183.84,4,1
39259,13.37,49.9,63.27,1,1
94886,9.51,99.99,109.5,2,1
2441,15.1,49.99,65.09,1,1
74410,30.63,119.0,149.63,8,1
61089,27.87,159.0,186.87,3,1
82932,16.95,99.9,116.85,4,1
78785,23.95,154.9,178.85,8,1
37330,16.47,119.9,136.37,6,1
76294,7.82,79.5,87.32,1,1
45774,7.46,28.99,218.7,1,1
10443,48.68,689.89,738.57,1,1
82188,11.85,17.0,57.7,1,1
103715,15.23,69.0,54.3,1,1
67608,21.07,146.99,168.06,1,1
70455,7.78,29.0,36.78,1,1
52332,20.66,166.99,187.65,4,1
51936,15.79,14.4,30.19,1,1
102837,23.96,139.0,162.96,1,1
75800,23.38,120.0,286.76,8,1
59408,15.23,19.9,35.13,1,1
85050,7.78,29.0,36.78,1,1
7298,34.51,1437.0,1471.51,3,1
27911,15.1,13.3,54.0,1,1
56324,16.11,17.0,33.11,1,1
40092,18.23,38.2,169.29,10,1
2938,20.86,115.0,135.86,1,1
7115,20.81,104.99,125.8,1,1
102614,8.88,35.0,175.52,5,1
80760,15.23,13.65,28.88,1,1
65728,56.61,50.9,107.51,5,1
44334,18.09,119.99,138.08,1,1
46519,15.23,39.9,50.0,1,2
11145,14.11,29.99,88.2,1,1
18078,18.81,579.9,598.71,6,1
24455,24.13,189.99,214.12,3,1
82976,28.12,116.9,242.14,1,1
28097,8.35,27.0,35.35,1,1
107983,88.82,189.99,557.62,1,1
38208,19.82,133.0,152.82,2,1
66016,10.96,49.9,60.86,2,1
61355,9.34,69.9,79.24,1,1
13505,11.17,79.9,10.92,1,1
35696,17.79,290.0,307.79,1,1
55791,12.76,114.9,127.66,10,1
34061,14.53,299.0,313.53,6,1
18641,11.73,49.99,123.44,1,1
13520,14.13,59.9,74.03,3,1
65793,18.89,112.49,131.38,3,1
103359,9.74,49.9,59.64,3,1
54001,21.15,57.52,491.03,2,1
24609,7.39,19.9,27.29,1,1
59950,16.39,59.9,43.42,1,2
24872,14.53,51.9,66.43,1,1
86763,9.34,34.99,177.32,1,1
96967,30.6,169.99,200.59,5,1
19261,18.34,34.5,52.84,1,1
96698,33.33,219.9,506.46,10,1
106380,14.0,55.0,203.89,4,1
94576,15.1,48.9,64.0,1,1
105529,16.11,99.0,194.87,2,1
1332,16.97,76.0,5.96,1,1
85710,23.59,150.0,173.59,7,1
70954,17.64,129.99,28.36,1,2
18198,20.99,135.0,155.99,3,1
102182,80.59,259.9,340.49,12,1
98553,51.18,1599.0,1650.18,10,1
8257,14.1,31.9,46.0,4,1
79957,8.72,35.0,43.72,1,1
32141,12.06,79.49,91.55,1,1
99457,22.06,19.9,41.96,1,1
60236,15.87,160.0,175.87,5,1
72319,12.79,38.0,203.16,1,1
45325,6.36,23.48,192.9,1,1
96002,7.78,6.0,13.78,1,1
53428,15.1,21.6,36.7,1,1
65475,18.29,33.9,52.19,1,1
53540,15.1,49.9,65.0,1,1
77285,70.82,118.9,189.72,1,1
10696,18.23,28.49,46.72,1,1
105227,17.92,48.9,66.82,1,1
31534,15.18,124.9,140.08,6,1
38796,13.43,109.99,123.42,2,1
34613,27.17,89.5,116.67,5,1
8409,17.99,58.99,76.98,2,1
52264,16.43,239.9,256.33,1,1
39345,17.95,599.9,617.85,10,1
3310,17.06,89.9,106.96,3,1
77471,18.23,39.9,58.13,1,1
33968,15.52,108.0,123.52,1,1
86093,13.65,89.9,207.1,2,1
97132,15.23,17.9,33.13,3,1
94629,27.75,66.99,94.74,3,1
9789,16.93,47.99,231.7,3,1
70113,8.9,77.98,86.88,1,1
108540,15.57,259.9,275.47,5,1
102324,15.59,120.0,271.18,1,1
38238,140.18,449.9,590.08,1,1
44920,25.54,170.0,195.54,1,1
63051,23.63,38.0,61.63,4,1
104877,70.36,968.0,1038.36,10,1
76483,12.48,59.9,72.38,1,1
32382,19.32,32.0,51.32,2,1
68401,14.1,45.9,60.0,1,1
45614,16.11,35.0,112.22,2,1
25974,15.79,10.99,26.78,1,1
15315,23.09,72.9,95.99,4,1
54272,14.1,30.0,264.6,4,1
53373,14.1,49.99,64.09,2,1
20445,8.91,79.99,88.9,1,1
40220,20.85,109.99,130.84,10,1
105394,2.91,16.9,61.99,1,1
28367,15.1,18.99,34.09,1,1
13821,19.36,70.9,90.26,2,1
32237,10.96,19.9,30.86,1,1
107129,12.69,45.0,57.69,5,1
3978,20.56,188.9,837.84,1,1
91931,13.35,129.9,143.25,2,1
45459,18.12,124.9,143.02,1,1
4151,15.9,628.0,643.9,8,1
80330,2.7,104.49,210.85,8,1
59732,9.58,109.9,119.48,5,1
24675,33.42,129.9,21.56,2,1
111093,3.68,79.9,191.83,3,1
76633,30.01,229.9,259.91,3,1
24138,15.45,99.0,114.45,10,1
1993,15.23,35.0,50.23,3,1
22661,14.69,78.76,93.45,1,1
6477,15.27,55.99,71.26,1,1
100551,13.21,110.32,247.06,1,1
92397,7.78,49.0,56.78,5,1
81790,7.71,3.85,8.92,1,1
49205,26.3,146.0,172.3,3,1
61903,10.0,79.61,448.05,1,1
23537,18.23,29.99,96.44,1,1
4635,25.66,53.6,79.26,1,1
20322,21.56,153.0,174.56,4,1
49258,27.03,69.89,387.68,1,1
19757,15.1,19.9,35.0,1,1
4891,19.76,510.0,529.76,4,1
60507,19.4,99.99,119.39,2,1
81801,18.23,19.9,38.13,1,1
7276,35.56,199.0,234.56,10,1
85531,15.69,103.9,304.47,8,1
45697,13.44,59.9,220.02,4,1
89737,13.11,229.9,243.01,1,1
22682,13.41,131.1,323.0,5,1
182,17.63,38.99,56.62,5,1
19018,17.92,34.23,52.15,1,1
78737,18.33,32.99,51.32,3,1
2835,15.1,40.0,110.2,5,1
112477,14.68,84.0,82.88,8,1
77549,18.47,83.8,102.27,1,1
29423,16.64,219.9,236.54,8,1
110055,15.59,215.97,231.56,6,1
40737,15.31,79.9,95.21,3,1
38277,9.34,16.9,78.72,3,1
41554,17.92,29.0,93.84,4,1
1057,58.0,249.0,307.0,1,1
85625,16.32,224.9,241.22,1,1
25064,38.67,220.0,258.67,5,1
3237,11.85,42.99,54.84,1,1
96053,18.12,356.0,748.24,10,1
82178,18.79,98.0,116.79,1,1
84832,20.64,117.3,52.55,2,1
41567,15.2,65.0,80.2,4,1
111817,13.86,119.99,133.85,1,1
40018,16.79,15.0,1.23,1,1
72668,7.39,9.0,16.39,1,1
103353,21.73,176.99,198.72,8,1
6681,16.35,54.0,70.35,1,1
26873,11.92,59.9,12.49,1,6
51804,40.57,87.5,128.07,1,1
103123,10.55,279.99,290.54,4,1
53637,8.72,54.9,127.24,6,1
10572,18.78,129.0,147.78,4,1
45454,15.16,199.0,214.16,1,1
96475,18.76,126.12,144.88,1,1
42979,51.81,399.0,1803.24,10,1
32011,13.65,89.9,103.55,1,1
37773,15.79,28.9,44.69,1,1
79745,21.47,139.99,161.46,1,1
71963,12.69,49.0,123.38,1,1
74908,7.83,238.9,671.85,5,1
2168,12.04,119.99,264.06,4,1
31436,18.92,49.9,226.32,4,1
24157,7.39,19.5,26.89,1,1
36703,12.77,43.9,200.0,1,2
38338,14.9,164.9,179.8,10,1
10053,17.81,79.9,97.71,1,1
11746,10.48,50.0,154.42,5,1
39010,15.17,59.9,75.07,2,1
3112,9.41,84.9,10.63,1,3
928,15.1,29.0,88.2,1,1
85297,13.44,59.99,73.43,1,1
27084,17.84,85.0,102.84,4,1
43141,11.78,55.0,66.78,2,1
58858,15.86,39.0,109.71,10,1
110480,7.78,53.99,61.77,1,1
1974,7.81,78.0,85.81,4,1
20246,32.41,237.0,269.41,8,1
111311,18.23,23.0,41.23,1,1
92131,7.78,24.0,31.78,1,1
34093,21.08,99.0,20.08,1,1
67962,16.32,27.9,44.22,2,1
96618,27.42,99.0,126.42,2,1
104778,26.27,93.9,174.35,5,1
40556,15.23,14.9,30.13,1,1
42725,23.07,49.9,72.97,4,1
41365,3.07,33.0,376.51,4,1
28588,15.22,65.99,81.21,8,1
85737,7.39,16.9,48.58,1,1
54224,17.16,44.9,363.99,1,1
12060,14.71,89.9,104.61,2,1
82857,24.84,49.0,73.84,5,1
712,16.89,169.0,185.89,3,1
55580,34.97,139.99,174.96,1,1
109034,13.37,49.0,30.0,1,2
62815,20.4,20.0,40.4,4,1
54696,8.27,40.0,48.27,1,1
67047,11.24,89.9,0.33,1,1
34925,22.45,58.5,123.69,1,1
32906,18.58,100.46,119.04,6,1
7335,13.09,76.1,89.19,3,1
47846,53.79,176.99,230.78,10,1
87219,16.53,110.0,126.53,1,1
62572,20.01,109.9,129.91,5,1
48979,13.76,24.99,77.5,1,1
14889,17.25,499.9,517.15,1,1
14186,23.06,37.19,60.25,1,1
23717,20.8,39.5,60.3,6,1
3403,15.65,13.98,29.63,1,1
41233,13.21,78.0,91.21,4,1
34554,10.96,27.9,38.86,1,1
28162,7.39,32.9,40.29,1,1
108695,13.31,139.0,152.31,4,1
88382,19.9,101.0,241.8,1,1
82905,7.78,37.0,50.61,5,1
65851,15.28,75.78,91.06,2,1
20231,67.62,589.99,657.61,1,1
